text,sentiment,score
"@mangaaa hope increas capac fast, yesterday pain. got fail whale +15 time 2 hours....",negative,0.977715015411377
behind class work,negative,0.7279930114746094
watch &quot;house&quot;,neutral,0.7147303223609924
@kprey rememb bum leg? strike back time serious,negative,0.9075071811676025
"@paradisej cool, will. kind complaint laptop onlin overheating, recal",negative,0.8948799967765808
emili glad mommi done train new job. miss her. http://apps.facebook.com/dogbook/profile/view/6176014,positive,0.8788717985153198
would rather first parti send bad messag 3rd parti send mix one sophmor year again?,neutral,0.5544044375419617
@henkuyinepu overr,neutral,0.6167154312133789
@marykatherine_q know! heard afternoon wonder thing. moscow behind time,neutral,0.5821776986122131
lay bed voice..,neutral,0.5023595690727234
i'm sooo sad!!! kill kutner hous whyyyyyyyy,negative,0.9595007300376892
@jacobsumm sorri tell mea culpa realli sorry.,negative,0.8172194957733154
"@alliana07 make sens me, suicid thing. refus believ actual happened.",negative,0.8130478262901306
@salancast hope ok.,neutral,0.737661600112915
@mercedesashley damn! grind inspir sadden time. want stop cuz like u do! much love,negative,0.9345235824584961
@hibanick yeah aw know wudnt stand chanc,neutral,0.6616664528846741
ugh. cant sleep. 1:30am.,negative,0.9594473838806152
hang crooners. wanna sing. can't. sucks.,negative,0.9743900895118713
@erre_sc aaw miss ya too.. im leav bh tomorrow &quot;morning&quot; think.. aww wanna go beach w u girls!!,positive,0.7341998219490051
piss there asba radio station.,negative,0.9371741414070129
wednesday b-day n know 2 do!,neutral,0.7326978445053101
know life flip upsid thought head ramen sound good.,neutral,0.5383195281028748
pain. back side hurt. mention cri made fail.,negative,0.9911832809448242
"late night snack, glass oj b/c i'm &quot;down sickness&quot;, back sleep...ugh hate get sick...",negative,0.9775264263153076
@allyheman but.. but.. but.. i'm big fan camilla bell,negative,0.6417462229728699
"@grum wah can't see clip, must el-stupido work filters. can't wait till get puter. someth els 2 blame ex 4. broke mine",negative,0.992698609828949
week seem get longer longer term much need do.. much i'm actual go get done,negative,0.8971701264381409
i'm cold,negative,0.7053059339523315
@thecoolestout ehhh don't. weather gonna take turn ugli tomorrow,negative,0.7058498859405518
@chelserlynn haha cooooold d! still go show. incred stuff,negative,0.7962432503700256
hope tummi rumbl go away soon,negative,0.7687636017799377
"@knights_ no, notice. told i'd work tomorrow, call agenc follow said over.",negative,0.6594277620315552
almost bedtim,neutral,0.4650149941444397
i'm miss babe.. long aliv i'm happy.. yawwwnn.. i'm tire love imma tri sleep hope headstart,positive,0.9007788300514221
agh...snow!!!,negative,0.6400390863418579
miss kenni power,neutral,0.47972622513771057
"@bridgetsbeach thank let peopl know, i'm sad direct messag got actual bridget",negative,0.547988772392273
"...and, india miss 100th test victori n 10th consecut win without loss.",negative,0.62762451171875
@jonathanrknight guess that then.,neutral,0.5726350545883179
sad go bed.,negative,0.8608771562576294
@ozesteph1992 shame hear stephan,negative,0.9270467758178711
@mrsaintnick hey! i'm leavin morning...,neutral,0.4500751495361328
"intend finish edit 536-page novel manuscript tonight, probabl happen. 12 page left",negative,0.6270325183868408
laid around much today... head hurt,negative,0.9833236336708069
@twista202 still read 9th&amp;10th princess diari save francesca made cri end. hmm easi books.,neutral,0.634453296661377
nokia 1110 died..,negative,0.7735535502433777
mom might breast cancer find anyth for. like week i'm worried!,negative,0.8248246908187866
go sleep. hope tomorrow better day.,negative,0.8873116374015808
@rumblepurr lol.. wish understood daylight save end though breakfast hour later keep wake kid,negative,0.6580963730812073
@onemoreproject lame,negative,0.9719441533088684
understand... realli,neutral,0.5584481954574585
hero season...,neutral,0.6880397200584412
live downtown sure much fun.,positive,0.9025039076805115
@jonathanchard calori wise wish junk food calori free! ate thing sour skittl big ass cherri coke!,negative,0.7790848612785339
man work hard,negative,0.913095235824585
"get sick time hot tea, studying, sleeeep",negative,0.9878479242324829
get eyebrow waxed. pain,negative,0.9830020070075989
phantasi star yesterday go work...,neutral,0.597069501876831
oh - got macheist 3.0 app - sweet. get espresso serial though although said sent - oh well,neutral,0.4366448223590851
pick mich st win get go. feel pretti good pick way until......tonight. a lost,negative,0.9107995629310608
alon downstairs...work,neutral,0.5205816626548767
feel bad,negative,0.8824633955955505
"@ryanseacrest me, hate anoop. mean seriously, kinda mean him.",negative,0.9371459484100342
@pinkserendip yes sprint 4g baltimor chicago far,neutral,0.8388429284095764
i'm stuck awak middl night second day row. felt terribl yesterday.,negative,0.9883814454078674
thank burst bubbl,positive,0.941006600856781
go school soon... can't find anyth wear!! gosh hard,negative,0.9047740697860718
@marieclr serious lol,negative,0.5631932616233826
@naughtyhaughti page sooooo long!!! got delet sad day histori,negative,0.8243685364723206
crazi wind today = bird http://ff.im/1xtti,neutral,0.8243840932846069
current work..,neutral,0.4960062801837921
grrr.. ipod act weird too! jai ho think play full songs.. ughh.,negative,0.9591630697250366
@penndbad send dvd cos miss heap happi that!,negative,0.42381638288497925
see big deal websit,neutral,0.6755366921424866
@machineplay i'm sorri go this. again. #therapyfail,negative,0.9627853035926819
@colindemar far way rail. tips?,neutral,0.8637579083442688
i'm still swear. keep losing. gaining. losing. gaining. tweeps? heart wrenching.,negative,0.964660108089447
"today realiz good hide things, even can't find",negative,0.905751645565033
"stay friend house...hous sitting, neighbor loud-hav parti",negative,0.8464787602424622
@dannyvegasbabi danni im upset wasnt watch live chat car. 3 hour trip im soooo upset!!,negative,0.9952804446220398
check mug http://www.erika-obscura.blogspot.com,neutral,0.6898406147956848
border close 10,negative,0.6367812156677246
download nin new album &quot;th slip&quot; - hell come out? i'm behind time day,negative,0.864066481590271
woke alreadi written e-mail... i'v go earli univers today teach 8:30 am!,neutral,0.5498825907707214
watch hill . . .and make sad,negative,0.9274250864982605
mani channels.... yet boring... lazi day may find hobbi,negative,0.9818809032440186
@supersport miss buddi ill ny 25th,neutral,0.7742856740951538
@robluket love french. tell peopl south i'm qtr. french snarl me. french beauti peopl,neutral,0.416924387216568
opps.. said.. still got one day remain problem come,negative,0.9666741490364075
"activ selfcontrol block early, mean can't check new qc. regular intern clock might difficult. #fb",negative,0.9857757687568665
@hillydop oh,neutral,0.5854664444923401
spencer good guy.,positive,0.9620227217674255
"@goodlaura rees die #ttsc? season final next week. #24 boring, madam presid crazi woman.",negative,0.9871535897254944
"@jonathanrknight hate limit letters,too.hop guy fine?i pray dog,sheï¿½ well",negative,0.7360967993736267
get shit done today ~ i'm screw,negative,0.9736180305480957
wanttss go,negative,0.5025674700737
go sleep tonite.,negative,0.8462726473808289
worri tire post tonight,negative,0.6210125684738159
get shit done today ~ i'm screw,negative,0.9736180305480957
"job interview cardiff today, wish luck! got 3 hour sleep",negative,0.5060856938362122
"@stuston show whack. way wors whack, wiggety-whack. :*(:*(:*(",negative,0.8321473598480225
@djalizay realli think peopl choos way. think chose accept famili help might dead,negative,0.6758958697319031
"@eloquentembrac go kill me, i'v seen ds9. i'v wait till one solid week sitting.",negative,0.980198085308075
@cheechbud think ur right!! hahaha!! 4.5 hrs now!!,negative,0.6101353168487549
hate see spartan sad,negative,0.9499635100364685
mind bodi sever protest &quot;get up&quot; thing. nightmar boot,neutral,0.5033116340637207
"@mysteezradio i'm goin follow u, sinc u lol go angels!",positive,0.5025128722190857
@mandayyy,neutral,0.5753328204154968
@twista202 think want read book librari,neutral,0.7040759921073914
nap interrupt mani time today go japanes rent again...,negative,0.9835938811302185
kind long bus show end ghost world right now. ugh.,negative,0.9670637845993042
@gurumn canada canada weird. we'r suppos get snow wednesday. ugh.,negative,0.8352348804473877
awwh babs... look sad underneith shop entranc &quot;yesterday musik&quot; o-: like look new transform movi,negative,0.6369444727897644
sad feet macbook fell,negative,0.7725624442100525
i'm gonna get late tomorrow 132am here. gonna get tipsi lonesome. that's...that sad,negative,0.9830856323242188
"i'm sweat forthcom trip e3. can't find someon crash i'm there, may screwed.",negative,0.9558875560760498
"gotten somebodi read tweets, cant get make account.",negative,0.9160088896751404
@infinitydefin omgawd couldnt handl cat heat time d: d:,negative,0.6267383694648743
@donniewahlberg hope make auburn show. look good,positive,0.8735392689704895
@david_henri *that peopl mag haha couldnt fit in.. dont think pictur ever made magazin tho! haha,negative,0.9228049516677856
@breadandbadg congrats!! total forgot submit photo,positive,0.7595125436782837
"@paulaabdul awww, good luck paula!! pleas work hard hope fun new album gonna amazing! xxx",positive,0.9647699594497681
@imaginarypeach leav .... -get sad-,negative,0.9356933832168579
"miss twitter. phone broke, i'm use stupid nokia phone. ughhh, miss advanc phone.",negative,0.994650661945343
shoot outsid hous :o kidding! scare,negative,0.7787993550300598
tuesdayï¿½l start reflect ï¿½n lectur stress reduc techniques. sure might becom use us accompani,negative,0.6719098687171936
tragedi disast news week,neutral,0.5273074507713318
yes yes still tri find pictur upload correclty..,negative,0.6175140142440796
oh red sox game rain out? look forward open day,negative,0.5609230995178223
still can't find keys.,negative,0.9821354150772095
@charlietm know right. dunno go twitter.,neutral,0.6100775599479675
might get sore throat,negative,0.9172690510749817
@labelsnotlov home town. mammi call depressd. pls explain parent let 8yr old child walk alone? hello? 2009!,negative,0.8947660326957703
@ircmaxel - think need find better anti-depressants. think paxil/wellbutrin combo lose efficacy.,negative,0.9294329285621643
@myconnecticut restaur call woodntap competit eat tourney round tourney time. place 2nd,neutral,0.7935788035392761
bathroom... wake lakin.,negative,0.7976185083389282
@caitlinoconnor want taco margarhita telll gay say hello&lt;3,neutral,0.805311381816864
"im lone keep company! 22 female, california",neutral,0.660056471824646
bad day betfair offic,negative,0.935613214969635
miss him. can't wait celebr tar heel win weekend though!!,positive,0.9441782236099243
i'm realli cold. want go sleep yet there noth,negative,0.9230812788009644
@kristencampisi 4 u? ' offici ' 4 go round!,neutral,0.7045292854309082
monkeys??? found twin wont even write back. i'm heartbroken,negative,0.9876455664634705
@miss_om aww know felt like yesterday work,negative,0.7825419306755066
@sarahreedsc treati defin,neutral,0.6316912174224854
miss brent prais band. fun lead guitarist. &lt;pout&gt;,neutral,0.6054794192314148
@jpfurri poor john happen play fruit microwave! serious though seen doctor?? xxx,negative,0.863696813583374
miss bff watch home away remind &lt;3 it. shout u court,neutral,0.45298483967781067
@mandayyy,neutral,0.5753328204154968
new video card doa.,neutral,0.5225040316581726
"feel lost, nake confus (jk, sort of).....no iphon me.",negative,0.9497754573822021
"damn late fill apprais form, peopl almost sent .. occupi work",negative,0.86318439245224
miss brent prais band. fun lead guitarist. &lt;pout&gt;,neutral,0.6054794192314148
think much past. cant chang it. deserv much wat got. ..but still think gah,negative,0.9250481128692627
lost ring. no-wher seen,negative,0.9114387631416321
"@burgaw ooooooh! *sealclap* see, download shitload zip folder 4chan. internet moneys. fuck yeah alicia &amp; mikey.",negative,0.9139484167098999
still nurs nile glad feel better. hate babi sick,negative,0.9614650011062622
fuck go back ic,negative,0.905606746673584
@brandizzzle08 yoyoyo. internet rude tonight. reconnect i'm go bed.,negative,0.9826881289482117
@jemcam well uni stuff netbal netbal i'v done uni stuff,neutral,0.6347460150718689
@kissabl poor,negative,0.956153392791748
help forget 8th april &amp; 13th july!,negative,0.4943639039993286
"dierk bentley comin columbus, oh!! wanna go bad",neutral,0.656124472618103
take sidekick back.,negative,0.7614140510559082
@chriscantor congrats! i'm total jealous! wish xm work,positive,0.9385434985160828
gr8t face itchi,negative,0.563820481300354
poor sock luvvvvv golden retriever!! want one sighhhh,negative,0.7253280878067017
saw found traci girl piec luggage... fuck terribl,negative,0.9711228609085083
aaaaand nausea back.,negative,0.7993460297584534
@donniewahlberg ooh iï¿½m excit even go 2 long love youtube!,positive,0.5373024940490723
spent 1 hour reach axi bank find today holiday mahavir jayanti contd..,negative,0.6998996734619141
@mathewsmichael agree... jobro dont updat there often,negative,0.5006013512611389
@fishmous hilari link clip lj time ago went back dead link,negative,0.9611690044403076
@diannepulham oooooooo with? (im neither that need studi ),neutral,0.6347568035125732
"tweet near day post websit tonight, hope goe well night time!",neutral,0.7685770988464355
@bostongarden miss bentley,positive,0.6524410843849182
serious need finish job applic,negative,0.7702546119689941
"son vinca sick, stay home three tens day work, back holiday kid",negative,0.9717146158218384
whinging. client&amp;boss understand english well. rewrot text unreadable. written v. good writer&amp;review correctly.,negative,0.8995860815048218
@huntermoor want ever punch me.,negative,0.8510119915008545
sooo sick snow ughh,negative,0.7372737526893616
@its_nemesi -------,negative,0.5162079930305481
@lovemeagan work fan upset,negative,0.9580927491188049
would like apolog repeat video game live relat tweets. go stern discuss koodo soon. stern.,negative,0.5501639246940613
@zaydia cant figur get / back / pay hotel etc,negative,0.6720749139785767
"fml: much seniority, bc technolog ineptness, &quot;register&quot; class",negative,0.9908370971679688
feel like slept day away. look forward bout gallbladder. least pill pain.,negative,0.9295446872711182
@thastevieg realli want old bass back,negative,0.814181387424469
mad tire today... callin earli tonight nighti night twitta,neutral,0.679855465888977
"@levenrambin: take easy, good you.",positive,0.9118289947509766
i'm afraid bad code.,negative,0.9320045113563538
think i'm go bed. goodniight. hate,negative,0.9435089826583862
"@riancurti i'm here, friend, love you.",positive,0.9516732096672058
@kariajay time notic gone...just need db2 it??,negative,0.9578832387924194
@aaronrva bathroom pee!,negative,0.9361310005187988
@ashleyskyy want margarita too!,neutral,0.6612005829811096
@kourtneykardash yup night workout r worst unfortunet work schedul allow go night tough!,negative,0.9897356033325195
call hillsong - said tell wait list - know look good,positive,0.7645662426948547
"0g milki bar left, around 200ml coke",negative,0.8077850937843323
@jokerrrr stillllll arriv,negative,0.5049964785575867
"mraow, feel like dancing, first art school want rape more.",negative,0.8699435591697693
@karenucol ah! bet i'v like crave play softbal basketbal !!! noo time,negative,0.7703012824058533
terrifi accident delet refer manag assign hope doesnt get troubl get back,negative,0.8722966313362122
amazon s3 plugin work websit . need php 5 . host provid php 4.4 . sad.,negative,0.8098770976066589
"argh! suuuper sleepi hour ago, i'm wide awake. hope stay night. :-/",negative,0.9005469083786011
"@austinhil wish was! sold time let know, would love hear to!",positive,0.9276877641677856
watch tropic thunder. dread tomorrow,negative,0.5508136749267578
@qweendassah no...h still miss'n...,negative,0.9319899678230286
chiefdelphi,neutral,0.5483883619308472
"http://twitpic.com/2y2wr - accord bro, new puppi poo fight cover poop (pictur stolen him)",neutral,0.5641540288925171
play game home! new boss call yet...,neutral,0.5030514597892761
su yin huen tweet feel unbear guilt. made staff cri http://tinyurl.com/cw2l9t,negative,0.8958125114440918
poor joshi sick??? damn tejanos!,negative,0.9896669387817383
thought sandra cantu famili difficult sad time,negative,0.8804987668991089
"@franzglaus know, want let everybodi know happen",neutral,0.7530099749565125
michigan who? know them. *sigh* shameful!,negative,0.9787946939468384
fill two hour,negative,0.9710798263549805
"@alicayaba cuuute! hey, miss na! see girl everyday",positive,0.9178042411804199
@jonathanrknight oh! mention it? &quot;gooooood moooorniiiiiiing&quot; germany! im back cage....or better...mi offic,positive,0.4378415644168854
throat close string cheese. good idea,positive,0.653692364692688
"aww, sandra cantu found dead suitcas miss children stori never seem go good. poor family.",negative,0.995019793510437
wish home underneath cover,neutral,0.6799654960632324
walk home school drain energi,neutral,0.6540528535842896
"@ridley1013 agree. shapeshift copout. excit angela ep, thought week. noah awesom tho!",neutral,0.6355618238449097
@savethestrib dang! would done knew earlier. outing planned?,neutral,0.7277945876121521
wish better writing. take long write paper.,negative,0.8827873468399048
..and course... access halo 3 mythic map pack re-download.. bad news.. legendari map pack... ugh.. 600ms...,negative,0.9768810868263245
"@vene2ia ...not yet unfortunately, anoth week i'v told you? i'v littl bit busi latest project.",neutral,0.5425909757614136
@thecoolestout ha sun alreadi gone,negative,0.8981083631515503
day 2. lot harder day 1. let see day 3 goe tomorrow.,negative,0.9801688194274902
man crush jake peavi let #gayforpeavi,negative,0.4891744554042816
"@trishzw megafast trip, time day tom/weds? or, go tonight? want see bad. tri warn you, tech fail",negative,0.6078808307647705
michigan state make sad,negative,0.7351775765419006
omg. mouth much pain wanna sleep until time take brace off.,negative,0.9367904663085938
get annoy easili today &gt;&gt;&gt; biofuel proposal: get annoy easili today &gt;&gt;&gt; biof.. http://tinyurl.com/ceprv,neutral,0.8370229601860046
@mizzchievouz hey girl. site back. girlyvu back even videos.,neutral,0.5279598236083984
@a5hleyf i'm spend time grandma earli tomorrow can't leav skittl herself.,negative,0.7152614593505859
got home watch michigan state get tromped!,neutral,0.5323364734649658
"oh jew-bus! two year worth class work alot organ &gt;_&lt; i'm finish tonight, possible...mi bone ach",negative,0.42943283915519714
"@griffmiest exchang me, laptop arriv",neutral,0.6211577653884888
@hyperbet hope last long. feel miserable!,negative,0.9737586975097656
@rcompo rachel! hang outag neccessari - gonna home wekend dumb folk make work im free f sat 4...,negative,0.9608609080314636
@theleaguesf fun &amp; furious? new mantra bay 2 breakers? get 2 rambunctious;th citi overreact &amp; clamp,negative,0.9046619534492493
@amber_benson hubbi (for reason) think import good spot red carpet trek movi premiere. sod!,positive,0.6337164044380188
"swear matter long i'v get 5am, never get easier. man eye hurt wah",negative,0.9921499490737915
@jeffree_star jeffree! keep hair one color? perman dye fade within week,negative,0.6238910555839539
"@otakusecret reaction whoa, see come",neutral,0.6187471151351929
"still sick. feel bit better, got new medicine.... hope feel good night sleep. ohh, suppos snow! wtf!",negative,0.7724432945251465
"@dangerm0us think mayb get coupl hour sleep, hon. product right ur dog tired? worri",negative,0.931811511516571
@maddyva thank lot. learn lot new word find look for.,positive,0.9157819151878357
wish xblm download gamertag hitokyri'. 5 gamertag thing nonsense... i'm tire,negative,0.9820072054862976
new testament test 9:30,neutral,0.538847804069519
@scoutbuck ton hay troll? ahhhh,negative,0.4934616982936859
stupid movi watched... mirror ugggggh... stooopeeed!!! rip off!,negative,0.987671971321106
"http://twitpic.com/2y2yi - love you, buck.",positive,0.9297440052032471
last one!!! still done!!!,negative,0.5041261911392212
homework....,negative,0.5792180895805359
understand thing get taken away. enough time unfair. want back!! like babi,negative,0.9959954023361206
scratch that: du heif (two half) cookies. tum can't take anymor shoog. poot,negative,0.8463488817214966
@cococourtney listen sweet first time forever! miss much go chi town visit plz?,positive,0.9188179969787598
"geez busi afternoon. meetings, emails, meet email meetings. 6pm day still going! ah dark",negative,0.9851369857788086
"dang!!! anoth spring break!!! cool that??? bad work week oh well, money phone. ttyl everbody!!!",negative,0.7472543120384216
@sara_k im afraid ( ur repli uni age ago,negative,0.6933695673942566
feel,neutral,0.5473038554191589
@carvin1 lol emot ass men!! omg late night eating.. us broke,negative,0.9823421835899353
"@nick_cart aww nick!! like hair longer, cut off? break. my. heart.",negative,0.87590491771698
wonder jon lost net,negative,0.8257207870483398
wow. depress thing world lose video creat matter seconds. #fml,negative,0.9912624359130859
@nchokkan https://www.mycomicshop.com/search?tid=395031 say stock,neutral,0.7988507747650146
@poohpot lmao im sorri poohpot ate all!,positive,0.5569589734077454
chanc softbelli (for @mtub) loud?,neutral,0.6476876139640808
time move posterior lose fat. articul creak run iï¿½m drool swim,negative,0.9492580890655518
listen nathan cry....,negative,0.8643711805343628
today sucked. i'm gonna die without chris callum! wahhh!,negative,0.9468687176704407
"stou site update, info 2/2552 exam, open course, must wait mail notic doc. um...",negative,0.5184488892555237
@ohsbrat30...i'm sorry. i'm feel kinda yucki myself. 5am go come quick,negative,0.9699403643608093
love scrappi missin alreadi,neutral,0.6002188920974731
want hear @seblefebvr 's song myspac mess,negative,0.7618493437767029
bad news dad cancer die good news new busi start life coach practis holist weight manag,negative,0.49182507395744324
@duchess_rebecca man... intervent soo sad,negative,0.884321928024292
help! need new boyfriend... i'm stuck rut,negative,0.9790514707565308
feel like complet idiot. i'm one get shit work help,negative,0.9928780198097229
saw ad craigslist cast call femal host g4. total psyched! realiz hoax,negative,0.9213781356811523
pepperoni roll l.a.?: call valentino - said sausag roll pepperoni roll http://tinyurl.com/cec5ka,neutral,0.7825772166252136
"@soillodg yes, be. monday",neutral,0.679183304309845
want new gg episod alreadi,neutral,0.6663936376571655
miss watch rocko modern life.,positive,0.7786405682563782
rip sandra....it sad someon someth like that??,negative,0.9677046537399292
keep finger cross buddi feel well.,negative,0.3894847631454468
wait eat?? skinni vegas!! i'm hungry!,negative,0.7564054131507874
"@marge_inovera tri tweetdeck hate passion. hate me, i'm sure...",negative,0.9223242998123169
"@benackerman btw iphon act funny, die quick freez bs. i'm admit anything, sayin",negative,0.6927121877670288
sit wonder &quot;ed&quot; still strong hold,neutral,0.6249989867210388
@bananafac im sorri got sick. lol. go bed too. night!,negative,0.7566713094711304
"@carolrainbow internet home, drive ox use internet builders!",neutral,0.6672098636627197
@steve_buscemi weather canada freez,neutral,0.7861359119415283
twiggassssssss rang day i'm back hope good.,neutral,0.5051038265228271
@danadearmond,neutral,0.629493236541748
anyon read pray grandma. pain,negative,0.6019436120986938
"#3 woke accid - &quot;it pushing, pushing!&quot; cri stop wet pants.",negative,0.9038914442062378
"home franklin street, almost jump fire. someon kick could. jenni lost shoe.",negative,0.9101120233535767
@johnnybean hey! chang default.,neutral,0.4864908754825592
final gave bore enough start thing. think 140 go problem tho. like myspac status.,negative,0.8300645351409912
